uid,name,type,city,country,address,lat,lng,phone,website,price,hours,bio,source_url
1556227,Door 74,Bar,Amsterdam,Netherlands,"Reguliersdwarsstraat 74, Grachtengordel, Amsterdam, 1017",52.36592155538972,4.89136961517303,31 6 82042977,https://www.finddoor74.com/,Average price per cocktail $22,Evening: Mon – Sun,"Amsterdam’s most prolific speakeasy has made it onto The World’s 50 Best Bar list twice, proving its drinks and service are at the very forefront of the industr",https://www.the50.com/discovery/Establishments/Netherlands/Amsterdam/Door-74.html
1556277,Southside Parlor,Bar,Seoul,South Korea,"4F, 218 Noksapyeong-daero, Yongsan-gu, Seoul,",37.53705853357484,126.98484691458027,+82 2 749 9522,,Average price per cocktail $13,Evening: Tues – Sun,"A Texan-themed BBQ and cocktail joint in Seoul may seem an unlikely venue to succeed, but Southside Parlor has done just that. Opened by Texan expats and friend",https://www.the50.com/discovery/Establishments/South-Korea/Seoul/Southside-Parlor.html
1582071,PCO,Bar,New Delhi,India,"D-4, D, Block A, Block Market, Vasant Vihar, New Delhi, Delhi, 110057",28.561506,77.1554911,+91 97111 08482,https://www.passcodehospitality.com/passcodeonly,,,"The name of this South Delhi speakeasy – Pass Code Only – says it all, not to mention the fact that the team behind this secret bar is the same as the city’s pr",https://www.the50.com/discovery/Establishments/India/New-Delhi/PCO.html
1582087,The Court,Bar,Rome,Italy,"Via Labicana, 125, Celio, Rome, Lazio , 00184",41.8901491,12.4955915,+39 06 6935 4581,https://www.aromarestaurant.it/en/the-court.html,Average price per cocktail $28,Mon – Sun,"Take in Rome’s Colosseum from a new angle at The Court, located at five-star hotel Palazzo Manfredi. This enviable location offers a remarkable street-level van",https://www.the50.com/discovery/Establishments/Italy/Rome/The-Court.html
1582218,El Pequeño Bar,Bar,Montreal,Canada,"401a Rue Saint-Vincent, Ville-Marie, Montreal, Québec , H2Y 3A4",45.5071216,-73.553145,1 514 294 6911,https://www.elpequenobar.com/,Average price per cocktail $11,Evening: Mon – Sun,"El Pequeño Bar translates as 'the little bar', and they're not exaggerating here. The 150 square-foot space has room for just 11 guests (two seated, nine standi",https://www.the50.com/discovery/Establishments/Canada/Montreal/El-Pequeño-Bar.html
1582236,Lolita Jones,Bar,Santiago,Chile,"Alonso de Córdova 4355, Vitacura, Santiago,",-33.4037031,-70.5873938,56 9 4480 2393,https://lolitajones.cl/,Average price per cocktail $10,All day & evening: Mon – Sat All day: Sun,"Lolita Jones offers a modern take on Mexican and Latin American drinking and dining, in a dramatically-designed space. All neon and statement chandeliers, with",https://www.the50.com/discovery/Establishments/Chile/Santiago/Lolita-Jones.html
1604135,Capital Bar & Grill,Bar,Colombo,Sri Lanka,"2/F, Shangri-la Hotel, Colombo, 00200",6.928432294994057,79.84212911521395,+94 117 888 288,https://www.shangri-la.com/restaurants-bars/colombo/shangrila/capital-bar-and-grill/,Average price per cocktail $8,Mon – Sun,"Within Shangri-La Colombo lies a lively eating and drinking spot, featuring a classy, retro bar and a separate dining area. The bar is a colourful yet stylish s",https://www.the50.com/discovery/Establishments/Sri-Lanka/Colombo/Capital-Bar-and-Grill.html
1603846,Amazonico,Restaurant,Dubai,United Arab Emirates,"DIFC Pavilion, Dubai,",25.215172793190842,55.27830201465205,971 4 571 3999,https://www.amazonicorestaurant.com/dubai/,Average price per person $123,Lunch and dinner: Mon – Sun,"A tropical paradise in the centre of Dubai, entering Amazonico feels like walking straight into a Latin American rainforest. The vast restaurant stretches over",https://www.the50.com/discovery/Establishments/United-Arab-Emirates/Dubai/Amazónico.html
1604236,Allegory,Bar,Washington DC,US,"1201 K Street NW #1, Downtown, Washington DC, 20005",38.9027551,-77.02838,,https://www.allegory-dc.com/,Average price per cocktail $16,Mon – Sat,"Hidden meanings abound at the aptly named Allegory, a strikingly moody bar tucked behind a nondescript door in the Radical Library at Eaton DC. The most notable",https://www.the50.com/discovery/Establishments/US/Washington-DC/Allegory.html
1604279,The Jerry Thomas Project,Bar,Rome,Italy,"Vicolo Cellini, 30 Rome, Tor di Nona, Rome, 00186",41.8979543224887,12.463685930042002,+39 370 114 6287,https://thejerrythomasproject.it/,Average price per cocktail $8,Mon — Sun,"Named after the famous bartender who changed American cocktail culture in the 19th century, The Jerry Thomas Project is Rome's premiere speakeasy. The snug bar",https://www.the50.com/discovery/Establishments/Italy/Rome/The-Jerry-Thomas-Project.html
1621879,Terumi,Bar,Kuala Lumpur,Malaysia,"9a, Jalan 20/16, Taman Paramount, Kuala Lumpur, Selangor, 46300 Petaling Jaya",3.1078216,101.6239888,601159150308,https://www.instagram.com/bar.terumi,Average price per cocktail $10,Mon – Sat,"Finding beauty in simplicity, the team at Terumi – led by bartender and owner Shirmy Chan – have created a space worthy of their description of it as “the tende",https://www.the50.com/discovery/Establishments/Malaysia/Kuala-Lumpur/Terumi.html
1621908,Bar Shiki,Bar,Osaka,Japan,"1-17-4 Marshal Bldg 2F, Chuo Ward, Osaka, Honshu, 542-0083",34.6731973,135.503318,81661255015,https://www.instagram.com/bar_shiki/,Average price per cocktail $12,Wed – Mon,There’s a hidden gem to be found on the second floor of an unassuming building in Osaka’s Chuo Ward. Entering the tiny Bar Shiki – there are just eight seats at,https://www.the50.com/discovery/Establishments/Japan/Osaka/Bar-Shiki.html
1621915,Pacific Standard,Bar,Portland,US,"100 NE Martin Luther King Jr Blvd, Portland, Oregon, 97232",45.523816371075,-122.66416512259647,19713462996,https://kexhotels.com/eat-drink/pacificstandard,Average price per cocktail $14,Mon — Sun,Legendary Portland barmen Jeffrey Morgenthaler and Benjamin Amberg (both formerly of Clyde Common) opened Pacific Standard in the lobby of the hip Kex Hotel as,https://www.the50.com/discovery/Establishments/US/Portland/Pacific-Standard.html
1621949,Truth & Dare,Bar,Vienna,Austria,"Schönlaterngasse 4, Innere Stadt, Vienna, 1010",48.20942964615514,16.37458077732028,,https://www.truthanddare.bar/,,Evening: Mon – Sun,"To find Truth & Dare, one must wander off the beaten path and through the backstreets of central Vienna. The adventure continues inside an 18th-century clergy h",https://www.the50.com/discovery/Establishments/Austria/Vienna/Truth-and-Dare.html
1640716,Sinnerman at The Alchemist,Bar,Nairobi,Kenya,"Parklands Rd, Westlands, Nairobi,",-1.2625433,36.8038646,254 793 038389,https://www.instagram.com/sinnerman.ke,,Tues – Sun,"For top-quality tunes and cocktails in Nairobi it’s hard to beat Sinnerman, a place to see and be seen. This trendy hangout is located at The Alchemist, a creat",https://www.the50.com/discovery/Establishments/Kenya/Nairobi/Sinnerman-at-The-Alchemist.html
1640746,Bar Kaiju,Bar,Miami,US,"8300 NE 2nd Ave., 2nd Floor, El Portal, Miami, Florida, 33138",25.850874320919075,-80.2030177520514,1 305 793 7204,https://www.instagram.com/bar_kaiju,,Tues – Sun,"Nestled in a lofty industrial second-floor nook with a bird’s eye view of the Citadel food hall below, sitting at Bar Kaiju feels like finding one of the city’s",https://www.the50.com/discovery/Establishments/US/Miami/Bar-Kaiju.html
1640773,The Will & The Way,Bar,New Orleans,US,"719 Toulouse St, French Quarter, New Orleans, Louisiana, 70130",29.957572674863087,-90.06840708728951,1 504 354 1139,https://www.thewillandtheway.com/,,Mon – Sun,"In 2021, the LeBlanc + Smith group (Barrel Proof, Sylvain, The Chloe) opened The Will & The Way in the former Longway Tavern space on Toulouse Street in an atte",https://www.the50.com/discovery/Establishments/US/New-Orleans/The-Will-and-The-Way.html
1689978,Between the Sips,Bar,Jakarta,Indonesia,"Jl. Suryo No.20, RT.10/RW.3, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Jakarta, Java, 12180",-6.234655561054254,106.81045177483588,62 819 4422 6969,https://www.instagram.com/betweenthesips.jkt/,Average price per cocktail $10,Mon – Sun,"The back bar at Between the Sips looks more like a display cabinet showcasing precious jewels than it does a libations institution. But then, this is a bar that",https://www.the50.com/discovery/Establishments/Indonesia/Jakarta/Between-the-Sips.html
1693722,Mecenas,Bar,Guadalajara,Mexico,"Av. de la Paz 2133, Col Americana, Americana, Guadalajara, Jalisco, 44150",20.67227350000001,-103.37111417116394,52 335 120 4818,https://www.mecenasbar.com/,Average price per cocktail $12,Tues – Sun,"Named after the Roman patron of the arts, Gaius Cilnius Maecenas, this stuccoed bar with backlit display shelves pays homage to the wonder of craft – just look",https://www.the50.com/discovery/Establishments/Mexico/Guadalajara/Mecenas.html
1555806,Nottingham Forest,Bar,Milan,Italy,"Viale Piave 1, Porta Monforte, Milan, 20129 Milano MI",45.468748,9.206738,+39 02 798312,https://www.nottingham-forest.com/,Average price per cocktail $14,Evening: Tues – Sun,"Presided over by the legendary Dario Comino, owner-operator and Milan’s most revered bartender, Nottingham Forest is a charmingly chaotic fusion of artefacts fr",https://www.the50.com/discovery/Establishments/Italy/Milan/Nottingham-Forest.html
1555886,Red Frog,Bar,Lisbon,Portugal,"Praça da Alegria 66b, Príncipe Real, Lisbon, 1250-004",38.719631984400884,-9.154757468521222,+351 21 583 1120,http://www.redfrog.pt/,Average price per cocktail $18,Mon – Sat,"This much-loved Lisbon bar, reminiscent of a New York Prohibition-era speakeasy, is accessed by ringing a bell underneath a red frog fixed to the wall. Once ins",https://www.the50.com/discovery/Establishments/Portugal/Lisbon/Red-Frog.html
1555903,Camparino in Galleria,Bar,Milan,Italy,"Piazza del Duomo 21, Duomo, Milan, 20121 Milano MI",45.464909,9.189806,+39 02 8646 4435,https://www.camparino.com/,Average price per cocktail $15,All day: Mon – Sun,"You don't get much more Italian than this. The clue's in the name: Camperino is a Campari bar within one of Milan's most spectacular shopping arcades, right by",https://www.the50.com/discovery/Establishments/Italy/Milan/Camparino-in-Galleria.html
1555940,1930,Bar,Milan,Italy,"Via Edmondo de Amicis, 22, Milan, 20123",45.45868900000001,9.1784409,,https://farmily.webflow.io/locali/1930,Average price per cocktail $15,Evening: Tue – Sun,There are vaguely hidden speakeasies and then there are seriously inaccessible secret bars. Milan's 1930 most definitely falls in the latter camp. The only way,https://www.the50.com/discovery/Establishments/Italy/Milan/1930.html
1556000,Civil Liberties,Bar,Toronto,Canada,"878 Bloor Street West, Christie Pits, Toronto, ON M6G 1M5",43.662206259867524,-79.427362185196,+1 416 546 5634,https://www.civillibertiesbar.com/,Average price per cocktail $15,Evening: Mon – Sun,"The saying goes that too many cooks spoil the broth, but the same is definitely not true of bartenders, if Civil Liberties is anything to go by anyway. Opened f",https://www.the50.com/discovery/Establishments/Canada/Toronto/Civil-Liberties.html
1554470,Bar Raval,Restaurant,Toronto,Canada,"505 College Street, Little Italy, Toronto, ON M6G 1A5",43.65584706027877,-79.41213198519627,+1 647 344 8001,https://www.thisisbarraval.com/,Average price per person $40,Lunch and dinner: Mon – Sun,"A tree house-like dream of mahogany ripples and curvaceous shelving, Bar Raval’s interiors are a fanciful homage to Spanish architect Antoni Gaudí. Celebrity ch",https://www.the50.com/discovery/Establishments/Canada/Toronto/Bar-Raval.html
1556235,Backdoor 43,Bar,Milan,Italy,"Ripa di Porta Ticinese, 43, Conchetta, Milan, 20143 Milano MI",45.45128474232738,9.171235314875137,+39 340 962 8890,,Average price per cocktail $7,Evening: Mon – Sun,"Backdoor 43 claims to be the smallest bar in the world. True to its word, this place only has room for four guests. Yet jammed into this small bar is a plethora",https://www.the50.com/discovery/Establishments/Italy/Milan/Backdoor-43.html
1582069,Aer,Bar,Mumbai,India,"1/136, 34th Floor, Dr E Moses Rd, Worli, Mumbai, Maharashtra , 400018",18.9937351,72.8202719,+91 22 2481 8444,https://www.fourseasons.com/mumbai/dining/lounges/aer/,Average price per cocktail $16,Evening: Mon – Sun,"For the most stylish open-air drinking experience in Mumbai, there’s no better option than Aer Bar & Lounge, set atop the Four Seasons Hotel on the 34th floor.",https://www.the50.com/discovery/Establishments/India/Mumbai/Aer.html
1582125,Rosalia's Menagerie,Bar,Amsterdam,Netherlands,"Kloveniersburgwal 20, De Wallen, Amsterdam, North Holland, 1012 CV",52.3717417,4.8990357,31 20 330 6242,https://rosalias.amsterdam/,Average price per cocktail $19,Evenings: Mon – Sun,"There are few things more typically Dutch than sipping genever beside a canal, and there are arguably few better places for it than Rosalia’s Menagerie, in Amst",https://www.the50.com/discovery/Establishments/Netherlands/Amsterdam/Rosalias-Menagerie.html
1582174,Bar Tea Scent,Bar,Seoul,South Korea,"83-12 Cheongdam-dong, Gangnam-gu, Seoul,",37.5266693,127.0416788,+82 2 6052 6579,https://www.instagram.com/bar_teascent/?hl=en,Average price per cocktail $22,Mon – Sat,"There’s one undisputed hero at this tea-room themed cocktail bar, and that’s the tea itself. Prepare yourself to be immersed in all things tea in a stylish sett",https://www.the50.com/discovery/Establishments/South-Korea/Seoul/Bar-Tea-Scent.html
1582219,Milky Way Cocktail Bar,Bar,Montreal,Canada,"1886 Centre Street, Pointe-Saint-Charles, Montreal, Québec , H3K 1H9",45.48282971198595,-73.56034589426788,1 438 522 7499,https://www.milkywaycocktails.com/,Average price per cocktail $12,Evening: Mon – Sun,"Head up the twinkling staircase to Milky Way, a kooky cocktail bar from the Barroco group (Barroco, Foiegwa, Atwater Cocktail Club, Super Loco), within its pizz",https://www.the50.com/discovery/Establishments/Canada/Montreal/Milky-Way-Cocktail-Bar.html
1582286,Viva Madrid,Bar,Madrid,Spain,"Calle de Manuel Fernández y González, 7, Centro, Madrid, 28014 Madrid",40.4151864,-3.6998424,+34 916 05 97 74,https://www.facebook.com/vivamadridtaberna/,Average price per cocktail $11,Lunch and dinner: Weds – Sun,"‘Vinos, finos, cervezas, refrescos y café’. The words etched on the decorative facade say everything about its slant. This bar-slash-eatery, in Las Letras, has",https://www.the50.com/discovery/Establishments/Spain/Madrid/Viva-Madrid.html
1582308,Lucy's Flower Shop,Bar,Stockholm,Sweden,"Birger Jarlsgatan 20, Östermalm, Stockholm, 114 34 Stockholm",59.3366441,18.071981,,https://www.lucysstockholm.se/,Average price per cocktail $17,Afternoon and evening: Thurs – Sat,"Hidden in plain sight, you’ll need to flit through an empty florist in hunt of the basement door to this purple-hued subterranean bar in Stockholm’s Östermalm.",https://www.the50.com/discovery/Establishments/Sweden/Stockholm/Lucys-Flower-Shop.html
1604216,Laowai,Bar,Vancouver,Canada,"251 E Georgia St, Chinatown, Vancouver, British Columbia, BC V6A 1Z6",49.27868757897381,-123.10020938376941,,https://laowai.ca/,Average price per cocktail $16,Tue — Sun,While the entrance to Chinatown's Laowai evokes all the typical clandestine embellishment of modern speakeasies - the gateway is by a freezer door in sister re,https://www.the50.com/discovery/Establishments/Canada/Vancouver/Laowai.html
1604250,Service Bar,Bar,Washington DC,US,"926 U St NW, Cardozo, Washington DC, 20001",38.916875,-77.0250287,+1 202 462 7232,https://www.servicebardc.com/,Average price per cocktail $14,Tue – Sun,"Since opening in 2016, Service Bar has served its Washington, DC community well as a laid-back neighborhood hangout. Roll up any day but Monday (when the bar is",https://www.the50.com/discovery/Establishments/US/Washington-DC/Service-Bar.html
1621909,Craftroom,Bar,Osaka,Japan,"1 Chome−3−1 B2-70 Osaka Ekimae Daiichi Building, Kita Ward, Osaka, Honshu, 530-0001",34.6986077,135.4961332,81663418601,https://craft-room.jp/,Average price per cocktail $20,Mon – Sat,"This petite Osaka bar – there are just six seats at the counter – is marked by the most unassuming of entrances, with its name in the tiniest of fonts on the wa",https://www.the50.com/discovery/Establishments/Japan/Osaka/Craftroom.html
1621916,Palomar,Bar,Portland,US,"1422 NW 23rd Ave, Portland, Oregon, 97210",45.533051,-122.698421,9713578020,https://www.barpalomar.com/,Average price per cocktail $16,Tues — Sun,"The intersection of Miami flair, New Orleans hospitality and Cuban roots comes together at Palomar, where the sound of buzzing blenders helps set the stage for",https://www.the50.com/discovery/Establishments/US/Portland/Palomar.html
1624409,Penrose,Bar,Kuala Lumpur,Malaysia,"149, Jalan Petaling, City Centre, Kuala Lumpur, 50000",3.1414641,101.6979123,,https://www.instagram.com/penrose.kl/?hl=en,,,"Opened in August 2022, Penrose has quickly gained popularity among cocktail lovers in Kuala Lumpur. The space is a combination of functionalism, simplicity, and",https://www.the50.com/discovery/Establishments/Malaysia/Kuala-Lumpur/Penrose.html
1640727,Uncle's,Bar,Colombo,Sri Lanka,"48c Park St, Colombo, 00200",6.9165189,79.8585814,94 114 294 984,https://www.instagram.com/uncles_colombo/?hl=en,Average price per cocktail $7,Mon – Sun,It was within the depths of the Covid pandemic that hospitality veteran Gehan Fernando came up with the concept for Uncle’s – a decidedly local and lighthearted,https://www.the50.com/discovery/Establishments/Sri-Lanka/Colombo/Uncles.html
1689237,ViceVersa,Bar,Miami,US,"398 NE 5th St, Miami, Florida, 33132",25.778969,-80.18931309999999,,https://viceversamia.com/menu/,Average price per cocktail $17,Evening: Mon – Sun,"While viceversa means 'the other way around,' this bar gets food and drink exactly right thanks to its bold design-led vision. Founder and Italian expat Valenti",https://www.the50.com/discovery/Establishments/US/Miami/ViceVersa.html
1689982,Cane and Table,Bar,New Orleans,US,"1113 Decatur St., New Orleans, Louisiana, 70116",29.960208222557434,-90.06237542472734,1 504 581 1112,https://www.caneandtablenola.com/,Average price per cocktail $16,Mon – Sun,"Coupling Cuban flavours from chef Alfredo Nogueira with New Orleans food and drink culture, Cane and Table self-defines as ‘proto-tiki’ – that is, sourcing its",https://www.the50.com/discovery/Establishments/US/New-Orleans/Cane-and-Table.html
1690067,The Firm,Bar,Helsinki,Finland,"Fleminginkatu 10, Kallio, Helsinki, Uusimaa, 530",60.1856873,24.952924199999998,358 50 3434312,https://www.thebullandthefirm.fi/,Average price per cocktail $17,Weds – Sat,"Previously kept separate from its sister restaurant The Bull, Helsinki cocktail bar The Firm has recently united with it under one roof, leaning into its reputa",https://www.the50.com/discovery/Establishments/Finland/Helsinki/The-Firm.html
1690068,The General,Bar,Nairobi,Kenya,"Harmony Center, 43 General Mathenge Drive, Spring Valley, Nairobi,",-1.2530143999999999,36.7960299,,https://www.instagram.com/thegeneralnairobi/,Average price per cocktail $11,Thurs – Sat,"This Westlands bar manages to capture the essence of global cocktail culture while remaining unmistakeably centred in Nairobi. A relative newcomer, the bar is l",https://www.the50.com/discovery/Establishments/Kenya/Nairobi/The-General.html
1555856,Bar Liberty,Bar,Melbourne,Australia,"234 Johnston Street, Fitzroy, Melbourne, VIC 3065",-37.7989452,144.9827592,,https://barliberty.com/,Average price per cocktail $14,Daytime: Sun Evening: Mon – Sat,"Stripped back and quietly chic, quality is everything at Bar Liberty, with every product carefully sourced, from the wines and beers right down to the coffee be",https://www.the50.com/discovery/Establishments/Australia/Melbourne/Bar-Liberty.html
1555952,Above Board,Bar,Melbourne,Australia,"Level 1/306 Smith Street Chopper Lane (just off Smith & Perry Street, behind Beermash), Collingwood, Melbourne, VIC 3066",-37.80010074103378,144.9820743148404,,http://aboveboardbar.com/,Average price per cocktail $15,Evening: Mon – Sun,"It might be hard to find, and only has 12 seats, but there's nothing speakeasy about the feel of Melbourne's Above Board. Instead, its design is open and minima",https://www.the50.com/discovery/Establishments/Australia/Melbourne/Above-Board.html
1556017,Guilhotina Bar,Bar,São Paulo,Brazil,"Rua Costa Carvalho 84, Pinheiros, São Paulo, 05429-000",-23.56069366745139,-46.701524285640495,+55 11 3031 0955,https://www.guilhotinabar.com.br,Average price per cocktail $8,Evening: Weds – Sat,"Drinkers have been losing their heads over Guilhotina in bohemian Pinheiros since its 2016 opening. Conceived by Brazilian-born, London-raised Marcio Silva – th",https://www.the50.com/discovery/Establishments/Brazil/São-Paulo/Guilhotina-Bar.html
,"Explore the best restaurants, bars, hotels and vineyards around the world",,,,,,,,,,,"Explore the world's best places to eat, drink and stay, as voted by our global experts",https://www.the50.com/discovery/Establishments/Brazil/São-Paulo/SubAstor.html
1582070,Americano,Bar,Mumbai,India,"121/123 Radha Bhavan, Nagindas Master Rd, Kala Ghoda, Mumbai, Maharashtra , 400001",18.9289876,72.8326067,+91 93211 04682,https://www.americanobombay.com/,Average price per cocktail $11,Wed – Sun,"Kala Ghoda’s upmarket neighbourhood eatery Americano has made a name for itself not only for its California-inspired fare by chef Alex Sanchez, but its accompli",https://www.the50.com/discovery/Establishments/India/Mumbai/Americano.html
1582126,Super Lyan,Bar,Amsterdam,Netherlands,"Nieuwezijds Voorburgwal 3, Centrum, Amsterdam, North Holland, 1012 RC",52.3774137,4.8957258,31 20 620 0500,http://www.superlyan.com/,Average price per cocktail $15,Evenings: Wed – Sun,"There’s an immensely pleasing contrast between the strikingly modern and colourful Super Lyan concept, and the historic 17th-century Dutch house in central Amst",https://www.the50.com/discovery/Establishments/Netherlands/Amsterdam/Super-Lyan.html
1582148,Monkey Mash,Bar,Lisbon,Portugal,"Praça da Alegria 66, Príncipe Real, Lisbon, 1250-096",38.7182397,-9.1447806,+351 21 136 4241,https://www.monkeymash.pt/,Average price per cocktail $12,Mon – Sat,"This vibrant, colourful cocktail bar is what you get when you mash together the best of many styles of venue – there’s the playfulness and tropical vibes of tik",https://www.the50.com/discovery/Establishments/Portugal/Lisbon/Monkey-Mash.html
1554593,Alo,Restaurant,Toronto,Canada,"163 Spadina Avenue, Third Floor, Chinatown, Toronto, ON M5V 2L6",43.648542960751016,-79.39812588519659,+1 416 260 2222,http://alorestaurant.com,Tasting menu from $105,Dinner: Tues – Sat,"Few elevator rides are more covetable than the one up to Alo, a contemporary French restaurant and cocktail bar atop a heritage building in downtown Toronto. It",https://www.the50.com/discovery/Establishments/Canada/Toronto/Alo.html
1582220,Atwater Cocktail Club,Bar,Montreal,Canada,"512 Atwater Avenue, Little Burgundy, Montreal, Québec , H4C 2G5",45.4814191,-73.5783443,1 438 816 8938,https://www.atwatercocktailclub.com/,Average price per cocktail $13,Mon – Sun,"In-keeping with parent group Barroco's MO (sister venues include Barroco, Foiegwa, Milky Way, Super Loco), Atwater Cocktail Club is tucked away at the back of F",https://www.the50.com/discovery/Establishments/Canada/Montreal/Atwater-Cocktail-Club.html
1582238,Prima Bar,Bar,Santiago,Chile,"Alonso de Córdova 4355, Vitacura, Santiago, 7560801",-33.4275001,-70.618697,56 9 9305 1888,https://primabar.cl/,Average price per cocktail $10,Evening: Tues – Sat,The name Prima represents this little bar's whole ethos – it's all about raw materials and carefully-sourced ingredients from throughout Chile. An elegant basem,https://www.the50.com/discovery/Establishments/Chile/Santiago/Prima-Bar.html
1604157,Clap,Bar,Dubai,United Arab Emirates,"DIFC Gate Village, DIFC, Dubai,",25.214437483888112,55.28049881541163,+971 4 569 3820,https://www.claprestaurant.com/,Average price per cocktail $20,Mon – Sun,"Clap is among Dubai’s finest restaurants, with impeccable omakase-style dining and more. But the cocktail bar at this Japanese restaurant is just as much of a d",https://www.the50.com/discovery/Establishments/United-Arab-Emirates/Dubai/Clap.html
1604251,Silver Lyan,Bar,Washington DC,US,"900 F Street NW , Penn Quarter, Washington DC, 20004",38.896949650217636,-77.0228097899353,+1 202 788 2799,https://www.riggsdc.com/bars-restaurants/silver-lyan,Average price per cocktail $21,Tues – Sun,"The first stateside bar from star British 'tender Ryan Chetiyawardana, Silver Lyan promises the same transportive atmosphere and inventive cocktail traditions e",https://www.the50.com/discovery/Establishments/US/Washington-DC/Silver-Lyan.html
1604263,Line,Bar,Athens,Greece,"Agathodemonos 37, Orestou 1, Athens, 118 53",37.968598079625195,23.701152951773867,+30 21 0342 1311,https://lineathens.gr/,Average price per cocktail $12,Mon – Sun,"A trio of Athens beverage legends – Vasilis Kyritsis and Nikos Bakoulis of The Clumsies, and Dimitris Dafopoulos, co-founder of Three Cents Artisanal Beverages – joined forces to open Line, an industrial-chic bar that specialises in fermentation projects (specifically, beer, fruit wines and bread). Ten minutes from downtown Athens, the collaboration takes place in a warehouse-like building that was once one of Greece's oldest art galleries. Armed with a zero-waste philosophy and an offbeat approach to drink making, the wines are the main focus here, buffered by a minimal but exciting cocktail list made up largely of classics each made with housemade ferments in place of more traditional ingredients.",https://www.the50.com/discovery/Establishments/Greece/Athens/Line.html
1604316,Quattro Teste,Bar,Lisbon,Portugal,"R. de São Cristóvão 32, Lisbon, 1100 177",38.71325317949941,-9.137881648205575,+351 933 741 634,https://linktr.ee/quattro.teste,Average price per cocktail $8,Thu — Mon,"A glorious merging of cultural influences takes place at Quattro Teste in Lisbon, where owners Alf del Portillo and Marta Premoli fuse Basque and Italian flavor",https://www.the50.com/discovery/Establishments/Portugal/Lisbon/Quattro-Teste.html
1640764,Room For Improvement,Bar,Portland,US,"41 Warf St., Old Port, Portland, Maine, 04101",43.655070681217694,-70.26213232134897,,https://www.roomforimprovement.me/,,Mon – Sun,"With Room For Improvement, proprietors Arvid Brown (of Baharat and Crispy Gai) and Nick Coffin set out to change the perception of the bar scene on Wharf Street",https://www.the50.com/discovery/Establishments/US/Portland/Room-For-Improvement.html
1690012,Gini,Bar,Colombo,Sri Lanka,"8 Havelock Place, Colombo, 500",6.885401793113573,79.86261177480928,94 76 485 4464,https://ginicolombo.com/,Average price per cocktail $11,Weds – Sun,"Gini calls itself Colombo’s finest dining experience – but it should really bill itself as a brilliant place for drinks, too. The indoor-outdoor atmosphere of t",https://www.the50.com/discovery/Establishments/Sri-Lanka/Colombo/Gini.html
1555795,Licoreria Limantour,Bar,Mexico City,Mexico,"Alvaro Obregon 106, Roma Norte, Mexico City, 06700",19.4181297,-99.159377,+52 555 264 4122,https://limantour.tv/,Average price per cocktail $11,Mon – Sun,"Housed in a two-story, art deco-inspired venue, this bar is widely thought of as Mexico’s preeminent cocktail destination — and has been a regular in The World’",https://www.the50.com/discovery/Establishments/Mexico/Mexico-City/Licoreria-Limantour.html
1555801,Hanky Panky,Bar,Mexico City,Mexico,"Turín 50, Juárez, Mexico City, 06600 Ciudad de México",19.4267209,-99.1552824,+52 55 9155 0958,http://www.hankypanky.mx,Average price per cocktail $15,Tues – Sun,"They're not kidding around with this speakeasy idea: Hanky Panky's address is only given out when you make a reservation, along with instructions for how to gai",https://www.the50.com/discovery/Establishments/Mexico/Mexico-City/Hanky-Panky.html
1555841,Sober Company,Bar,Shanghai,China,"F106 -107, No.109 Yandang Road, Huangpu, Shanghai, 200000",31.219373542616452,121.46958225018429,+86 21 5309 8261,,Average price per cocktail $15,All day: Mon – Sun,"A constant among Asia's 50 Best Bars in recent years, Sober Company is a venue in three parts, with Sober Café offering brunch and soft-serve ice cream, and Sob",https://www.the50.com/discovery/Establishments/China/Shanghai/Sober-Company.html
1555853,Union Trading Company,Bar,Shanghai,China,"No. 306 Hengshan Rd, Xuhui, Shanghai,",31.20274456276328,121.44236507712426,+86 21 6418 3077,,Average price per cocktail $12,Evening: Mon – Sun,Union Trading Company is what you get when two titans of the Shanghai hospitality industry join forces. Chef Austin Hu takes care of the food and cocktail champ,https://www.the50.com/discovery/Establishments/China/Shanghai/Union-Trading-Company.html
1555888,Cause Effect Cocktail Kitchen,Bar,Cape Town,South Africa,"The Rocket Shed, 280 Dock Road, Victoria & Alfred Waterfront, Cape Town, 8001",-33.9284999985693,18.410760000960842,+27 21 422 0266,,Average price per cocktail $8,All day: Tues – Sat,"This Cape Town venue aims to turn local cocktail tradition on its head with its menu of bold and expertly crafted drinks. Inside it’s all dark hues, rustic wood",https://www.the50.com/discovery/Establishments/South-Africa/Cape-Town/Cause-Effect-Cocktail-Kitchen.html
1555913,The Ritz-Carlton Bar & Lounge,Bar,Macau,China,"The Ritz-Carlton, 51/F, Estrada da Baía da Nossa Senhora da Esperança, Cotai, Macau,",22.1464795,113.5552109,+853 8886 6712,http://www.ritzcarlton.com/en/hotels/china/macau/dining/the-ritz-carlton-bar-lounge,Average price per cocktail $16,Afternoon: Sat - Sun Evening: Tues - Sun,"High above Macao, on the 51st floor of The Ritz-Carlton hotel, you'll find this refined cocktail lounge, serving an exceptional afternoon tea by day and high-en",https://www.the50.com/discovery/Establishments/China/Macau/The-Ritz-Carlton-Bar-and-Lounge.html
